"","Package","LibPath","Version","Priority","Depends","Imports","NeedsCompilation","Built","whereat"
"tfruns","tfruns","C:/Users/Ilya/Documents/R/win-library/4.0","1.4",NA,"R (>= 3.1)","utils, jsonlite (>= 1.2), base64enc, yaml, config, magrittr,
whisker, tidyselect, rlang, rstudioapi (>= 0.7), reticulate","no","4.0.0","CRAN"
"TH.data","TH.data","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-10",NA,"R (>= 2.10.0), survival, MASS",NA,"no","4.0.0","CRAN"
"thief","thief","C:/Users/Ilya/Documents/R/win-library/4.0","0.3",NA,"R (>= 3.0.2), forecast (>= 7.2)","hts, ggplot2","no","4.0.0","CRAN"
"threejs","threejs","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats","no","4.0.0","CRAN"
"tibble","tibble","C:/Users/Ilya/Documents/R/win-library/4.0","3.0.3",NA,"R (>= 3.1.0)","cli, crayon (>= 1.3.4), ellipsis (>= 0.2.0), fansi (>= 0.4.0),
lifecycle (>= 0.2.0), magrittr, methods, pillar (>= 1.4.3),
pkgconfig, rlang (>= 0.4.3), utils, vctrs (>= 0.2.4)","yes","4.0.2","CRAN"
"tibbletime","tibbletime","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.5",NA,"R (>= 3.2.0)","assertthat (>= 0.2.0), dplyr (>= 0.7.4), glue (>= 1.1.1), hms
(>= 0.4), lubridate (>= 1.6.0), purrr (>= 0.2.3), Rcpp (>=
0.12.7), rlang (>= 0.1.6), tibble (>= 3.0.0), tidyselect (>=
0.2.5), vctrs (>= 0.2.0), zoo (>= 1.8-0), lifecycle","yes","4.0.2","CRAN"
"tictoc","tictoc","C:/Users/Ilya/Documents/R/win-library/4.0","1.0",NA,"R (>= 3.0.3), methods",NA,"no","4.0.0","CRAN"
"tidylog","tidylog","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.2",NA,NA,"dplyr, tidyr, glue, clisymbols","no","4.0.2","CRAN"
"tidyquant","tidyquant","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.0.0), lubridate, PerformanceAnalytics, quantmod (>=
0.4-13)","dplyr (>= 0.8.3), ggplot2, httr, lazyeval, magrittr, purrr,
Quandl, riingo, alphavantager (>= 0.1.2), stringr, tibble,
tidyr (>= 1.0.0), timetk (>= 2.0.0), timeDate, TTR, xts, rlang,
tidyselect, rstudioapi, crayon, cli","no","4.0.2","CRAN"
"tidyr","tidyr","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.1)","dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, magrittr, purrr,
Rcpp, rlang, stringi, tibble (>= 2.1.1), tidyselect (>= 1.1.0),
utils, vctrs (>= 0.3.0), lifecycle","yes","4.0.0","CRAN"
"tidyselect","tidyselect","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.2)","ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.6),
vctrs (>= 0.2.2)","yes","4.0.0","CRAN"
"tidytext","tidytext","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 2.10)","rlang, tibble, dplyr, stringr, hunspell, generics, Matrix,
tokenizers, janeaustenr, purrr (>= 0.1.1), methods","no","4.0.2","CRAN"
"tidyverse","tidyverse","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.0",NA,"R (>= 3.2)","broom (>= 0.5.2), cli (>= 1.1.0), crayon (>= 1.3.4), dbplyr
(>= 1.4.2), dplyr (>= 0.8.3), forcats (>= 0.4.0), ggplot2 (>=
3.2.1), haven (>= 2.2.0), hms (>= 0.5.2), httr (>= 1.4.1),
jsonlite (>= 1.6), lubridate (>= 1.7.4), magrittr (>= 1.5),
modelr (>= 0.1.5), pillar (>= 1.4.2), purrr (>= 0.3.3), readr
(>= 1.3.1), readxl (>= 1.3.1), reprex (>= 0.3.0), rlang (>=
0.4.1), rstudioapi (>= 0.10), rvest (>= 0.3.5), stringr (>=
1.4.0), tibble (>= 2.1.3), tidyr (>= 1.0.0), xml2 (>= 1.2.2)","no","4.0.0","CRAN"
"tidyxl","tidyxl","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.6",NA,"R (>= 3.2.0)","Rcpp","yes","4.0.0","CRAN"
"tiff","tiff","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-5",NA,"R (>= 2.9.0)",NA,"yes","4.0.0","CRAN"
"timeDate","timeDate","C:/Users/Ilya/Documents/R/win-library/4.0","3043.102",NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,"no","4.0.0","CRAN"
"timeline","timeline","C:/Users/Ilya/Documents/R/win-library/4.0","0.9",NA,"ggplot2, R (>= 3.0)",NA,"no","4.0.0","CRAN"
"timereg","timereg","C:/Users/Ilya/Documents/R/win-library/4.0","1.9.5",NA,"R (>= 2.15), survival","lava, numDeriv, stats, graphics, grDevices, utils, methods","yes","4.0.0","CRAN"
"timeSeries","timeSeries","C:/Users/Ilya/Documents/R/win-library/4.0","3062.100",NA,"R (>= 2.10), graphics, grDevices, stats, methods, utils,
timeDate (>= 2150.95)",NA,"no","4.0.0","CRAN"
"timetk","timetk","C:/Users/Ilya/Documents/R/win-library/4.0","2.1.0",NA,"R (>= 3.3.0)","recipes (>= 0.1.4), rsample, dplyr (>= 0.7.0), ggplot2,
forcats, stringr, plotly, lazyeval (>= 0.2.0), lubridate (>=
1.6.0), padr (>= 0.3.0), purrr (>= 0.2.2), readr (>= 1.0.0),
stringi (>= 1.1.5), tibble (>= 1.2), tidyr (>= 0.6.1), xts (>=
0.9-7), zoo (>= 1.7-14), rlang (>= 0.1.2), tidyselect, slider,
anytime, timeDate, forecast, hms, assertthat","no","4.0.2","CRAN"
"timevis","timevis","C:/Users/Ilya/Documents/R/win-library/4.0","0.5",NA,"R (>= 3.1.0)","htmltools (>= 0.2.6), htmlwidgets (>= 0.6), jsonlite,
lubridate, magrittr, methods, rmarkdown, shiny","no","4.0.0","CRAN"
"tinytest","tinytest","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.2",NA,NA,"parallel, utils","no","4.0.2","CRAN"
"tinytex","tinytex","C:/Users/Ilya/Documents/R/win-library/4.0","0.24",NA,NA,"xfun (>= 0.5)","no","4.0.2","CRAN"
"tis","tis","C:/Users/Ilya/Documents/R/win-library/4.0","1.38",NA,"R (>= 2.3)",NA,"yes","4.0.0","CRAN"
"titanic","titanic","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.1.2)",NA,"no","4.0.0","CRAN"
"tm","tm","C:/Users/Ilya/Documents/R/win-library/4.0","0.7-7",NA,"R (>= 3.2.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","yes","4.0.0","CRAN"
"tmap","tmap","C:/Users/Ilya/Documents/R/win-library/4.0","3.1",NA,"R (>= 3.5.0), methods","tmaptools (>= 3.1), sf (>= 0.9-3), stars (>= 0.4-2), units (>=
0.6-1), grid, RColorBrewer, viridisLite, classInt (>= 0.4-3),
htmltools, htmlwidgets, widgetframe, leaflet (>= 2.0.2),
leafsync, leafem (>= 0.1), stats, rlang","no","4.0.2","CRAN"
"tmaptools","tmaptools","C:/Users/Ilya/Documents/R/win-library/4.0","3.1",NA,"R (>= 3.5), methods","sf (>= 0.9.2), lwgeom (>= 0.1-4), stars (>= 0.4-1), units (>=
0.6-1), grid, classInt, magrittr, RColorBrewer, viridisLite,
stats, dichromat, XML","no","4.0.2","CRAN"
"TMB","TMB","C:/Users/Ilya/Documents/R/win-library/4.0","1.7.16",NA,"R (>= 3.0.0)","graphics, methods, stats, utils, Matrix (>= 1.0-12)","yes","4.0.0","CRAN"
"tmvnsim","tmvnsim","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-2",NA,NA,NA,"yes","4.0.0","CRAN"
"tmvtnorm","tmvtnorm","C:/Users/Ilya/Documents/R/win-library/4.0","1.4-10",NA,"R (>= 1.9.0), mvtnorm, utils, Matrix, stats4, gmm","stats, methods","yes","4.0.0","CRAN"
"tokenizers","tokenizers","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.1",NA,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","yes","4.0.0","CRAN"
"topicmodels","topicmodels","C:/Users/Ilya/Documents/R/win-library/4.0","0.2-11",NA,"R (>= 2.15.0)","stats4, methods, modeltools, slam, tm (>= 0.6)","yes","4.0.0","CRAN"
"treemap","treemap","C:/Users/Ilya/Documents/R/win-library/4.0","2.4-2",NA,"R (>= 2.10)","colorspace, data.table (>= 1.8.8), ggplot2, grid, gridBase,
igraph, methods, RColorBrewer, shiny (>= 0.12.0)","no","4.0.0","CRAN"
"trelliscopejs","trelliscopejs","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 3.4.0)","dplyr, purrr, grid, htmltools, DistributionUtils, grDevices,
gtable, digest, jsonlite, ggplot2 (>= 3.2.1), base64enc,
htmlwidgets, graphics, progress, utils, knitr, webshot,
autocogs, tidyr, rlang","no","4.0.0","CRAN"
"triebeard","triebeard","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.0",NA,NA,"Rcpp","yes","4.0.0","CRAN"
"TriMatch","TriMatch","C:/Users/Ilya/Documents/R/win-library/4.0","0.9.9",NA,"ggplot2, scales, reshape2, ez, R (>= 3.0)","psych, stats, PSAgraphics, compiler, grid, gridExtra,
randomForest","no","4.0.0","CRAN"
"trimcluster","trimcluster","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-5",NA,"R (>= 1.9.0)",NA,"no","4.0.0","CRAN"
"truncnorm","truncnorm","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-8",NA,"R (>= 3.4.0)",NA,"yes","4.0.0","CRAN"
"truncreg","truncreg","C:/Users/Ilya/Documents/R/win-library/4.0","0.2-5",NA,"R (>= 1.8.0), maxLik",NA,"no","4.0.0","CRAN"
"trust","trust","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-8",NA,"R (>= 2.10.0)","stats","no","4.0.0","CRAN"
"tseries","tseries","C:/Users/Ilya/Documents/R/win-library/4.0","0.10-47",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)","yes","4.0.0","CRAN"
"tsibble","tsibble","C:/Users/Ilya/Documents/R/win-library/4.0","0.9.1",NA,"R (>= 3.2.0)","anytime (>= 0.3.1), dplyr (>= 1.0.0), ellipsis (>= 0.3.0),
lifecycle, lubridate (>= 1.7.0), purrr (>= 0.2.3), rlang (>=
0.4.6), tibble (>= 3.0.0), tidyselect (>= 1.0.0), vctrs (>=
0.3.1)","no","4.0.2","CRAN"
"tsna","tsna","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,"network (>= 1.13), networkDynamic (>= 0.9), R (>= 3.0)","statnet.common","no","4.0.0","CRAN"
"TSP","TSP","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-10",NA,"R (>= 3.5.0)","graphics, foreach, utils, stats, grDevices","yes","4.0.0","CRAN"
"tsviz","tsviz","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.5)","dplyr (>= 0.8), lubridate (>= 1.7), plotly (>= 4.9), shiny (>=
1.2), miniUI (>= 0.1.1), forecast (>= 8.7), ggplot2 (>= 3.0),
magrittr (>= 1.5), shinyhelper (>= 0.3.1)","no","4.0.0","CRAN"
"ttdo","ttdo","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.5",NA,NA,"tinytest, diffobj","no","4.0.0","CRAN"
"TTR","TTR","C:/Users/Ilya/Documents/R/win-library/4.0","0.23-6",NA,NA,"xts (>= 0.10-0), zoo, curl","yes","4.0.0","CRAN"
"tufte","tufte","C:/Users/Ilya/Documents/R/win-library/4.0","0.6",NA,NA,"htmltools, xfun (>= 0.6), knitr (>= 1.22), rmarkdown (>= 1.12)","no","4.0.0","CRAN"
"tweedie","tweedie","C:/Users/Ilya/Documents/R/win-library/4.0","2.3.2",NA,"R (>= 2.8.0)",NA,"yes","4.0.0","CRAN"
"tweenr","tweenr","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang","yes","4.0.0","CRAN"
"ucminf","ucminf","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-4",NA,NA,NA,"yes","4.0.0","CRAN"
"udpipe","udpipe","C:/Users/Ilya/Documents/R/win-library/4.0","0.8.3",NA,"R (>= 2.10)","Rcpp (>= 0.11.5), data.table (>= 1.9.6), Matrix, methods","yes","4.0.0","CRAN"
"udunits2","udunits2","C:/Users/Ilya/Documents/R/win-library/4.0","0.13",NA,"R (>= 2.10.0)",NA,"yes","4.0.0","CRAN"
"Unicode","Unicode","C:/Users/Ilya/Documents/R/win-library/4.0","13.0.0-1",NA,"R (>= 3.5.0)","utils","no","4.0.0","CRAN"
"units","units","C:/Users/Ilya/Documents/R/win-library/4.0","0.6-7",NA,"R (>= 3.0.2)","Rcpp","yes","4.0.0","CRAN"
"unpivotr","unpivotr","C:/Users/Ilya/Documents/R/win-library/4.0","0.6.0",NA,"R (>= 3.2.0)","methods, rlang, magrittr, dplyr, forcats, purrr, tidyr,
pillar, tibble (>= 2.1.1), cellranger, xml2, tidyselect","no","4.0.0","CRAN"
"UpSetR","UpSetR","C:/Users/Ilya/Documents/R/win-library/4.0","1.4.0",NA,"R (>= 3.0)","ggplot2, gridExtra, plyr, utils, stats, methods, grDevices,
scales","no","4.0.0","CRAN"
"urca","urca","C:/Users/Ilya/Documents/R/win-library/4.0","1.3-0",NA,"R (>= 2.0.0), methods","nlme, graphics, stats","yes","4.0.0","CRAN"
"urltools","urltools","C:/Users/Ilya/Documents/R/win-library/4.0","1.7.3",NA,"R (>= 2.10)","Rcpp, methods, triebeard","yes","4.0.0","CRAN"
"uroot","uroot","C:/Users/Ilya/Documents/R/win-library/4.0","2.1-0",NA,"R (>= 3.0.0), stats",NA,"no","4.0.0","CRAN"
"usethis","usethis","C:/Users/Ilya/Documents/R/win-library/4.0","1.6.1",NA,"R (>= 3.2)","clipr (>= 0.3.0), cli, crayon, curl (>= 2.7), desc, fs (>=
1.3.0), gh (>= 1.1.0), git2r (>= 0.23), glue (>= 1.3.0), purrr,
rematch2, rlang (>= 0.4.3), rprojroot (>= 1.2), rstudioapi,
stats, utils, whisker, withr, yaml","no","4.0.0","CRAN"
"utf8","utf8","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.4",NA,"R (>= 2.10)",NA,"yes","4.0.0","CRAN"
"uuid","uuid","C:/Users/Ilya/Documents/R/win-library/4.0","0.1-4",NA,"R (>= 2.9.0)",NA,"yes","4.0.0","CRAN"
"V8","V8","C:/Users/Ilya/Documents/R/win-library/4.0","3.2.0",NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","yes","4.0.2","CRAN"
"validate","validate","C:/Users/Ilya/Documents/R/win-library/4.0","0.9.3",NA,"R (>= 3.1.3), methods","stats, graphics, settings, yaml","yes","4.0.0","CRAN"
"vars","vars","C:/Users/Ilya/Documents/R/win-library/4.0","1.5-3",NA,"R (>= 2.0.0), MASS, strucchange, urca (>= 1.1-6), lmtest (>=
0.9-26), sandwich (>= 2.2-4)",NA,"no","4.0.0","CRAN"
"vcd","vcd","C:/Users/Ilya/Documents/R/win-library/4.0","1.4-7",NA,"R (>= 2.4.0), grid","stats, utils, MASS, grDevices, colorspace, lmtest","no","4.0.0","CRAN"
"vcdExtra","vcdExtra","C:/Users/Ilya/Documents/R/win-library/4.0","0.7-1",NA,"R (>= 2.10), vcd, gnm (>= 1.0.3), grid","MASS, grDevices, stats, utils, ca","no","4.0.0","CRAN"
"vctrs","vctrs","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 3.2)","ellipsis (>= 0.2.0), digest, glue, rlang (>= 0.4.5)","yes","4.0.0","CRAN"
"venneuler","venneuler","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-0",NA,"rJava",NA,NA,"4.0.0","CRAN"
"verification","verification","C:/Users/Ilya/Documents/R/win-library/4.0","1.42",NA,"R (>= 2.10), methods, fields, boot, CircStats, MASS, dtw","graphics, stats","no","4.0.0","CRAN"
"VGAM","VGAM","C:/Users/Ilya/Documents/R/win-library/4.0","1.1-3",NA,"R (>= 3.4.0), methods, stats, stats4, splines",NA,"yes","4.0.0","CRAN"
"VGAMdata","VGAMdata","C:/Users/Ilya/Documents/R/win-library/4.0","1.0-3",NA,"R (>= 3.1.0)",NA,"no","4.0.0","CRAN"
"VIM","VIM","C:/Users/Ilya/Documents/R/win-library/4.0","6.0.0",NA,"R (>= 3.5.0),colorspace,grid","car, grDevices, magrittr, robustbase, stats, sp,
vcd,MASS,nnet,e1071,methods,Rcpp,utils,graphics,laeken,ranger,
data.table(>= 1.9.4)","yes","4.0.0","CRAN"
"vipor","vipor","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.5",NA,"R (>= 3.0.0)","stats, graphics","no","4.0.0","CRAN"
"viridis","viridis","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.1",NA,"R (>= 2.10), viridisLite (>= 0.3.0)","stats, ggplot2 (>= 1.0.1), gridExtra","no","4.0.0","CRAN"
"viridisLite","viridisLite","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 2.10)",NA,"no","4.0.0","CRAN"
"visdat","visdat","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.3",NA,"R (>= 3.2.2)","ggplot2, tidyr, dplyr, purrr, readr, magrittr, stats, tibble,
glue","no","4.0.0","CRAN"
"visNetwork","visNetwork","C:/Users/Ilya/Documents/R/win-library/4.0","2.0.9",NA,"R (>= 3.0)","htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats","no","4.0.0","CRAN"
"vroom","vroom","C:/Users/Ilya/Documents/R/win-library/4.0","1.2.1",NA,"R (>= 3.1)","bit64, crayon, glue, hms, lifecycle, Rcpp (>= 0.12.18.3),
rlang (>= 0.4.2), stats, tibble (>= 2.0.0), tidyselect, withr","yes","4.0.0","CRAN"
"vtreat","vtreat","C:/Users/Ilya/Documents/R/win-library/4.0","1.6.0",NA,"R (>= 3.4.0), wrapr (>= 1.9.6)","stats, digest","no","4.0.0","CRAN"
"vtree","vtree","C:/Users/Ilya/Documents/R/win-library/4.0","4.0.0",NA,"R (>= 2.10)","DiagrammeR, DiagrammeRsvg, rsvg, htmlwidgets, shiny","no","4.0.0","CRAN"
"wakefield","wakefield","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.1.2)","chron, ggplot2, dplyr, stringi","no","4.0.0","CRAN"
"warp","warp","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.2)",NA,"yes","4.0.0","CRAN"
"wdman","wdman","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 3.2)","binman, assertthat, processx, yaml, semver(>= 0.2.0), utils","no","4.0.0","CRAN"
"webreadr","webreadr","C:/Users/Ilya/Documents/R/win-library/4.0","0.4.0",NA,NA,"Rcpp, readr","yes","4.0.0","CRAN"
"webshot","webshot","C:/Users/Ilya/Documents/R/win-library/4.0","0.5.2",NA,"R (>= 3.0)","magrittr, jsonlite, callr","no","4.0.0","CRAN"
"websocket","websocket","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.0",NA,NA,"Rcpp, R6, later (>= 1.1.0)","yes","4.0.2","CRAN"
"webutils","webutils","C:/Users/Ilya/Documents/R/win-library/4.0","1.1",NA,NA,"curl (>= 2.5), jsonlite","yes","4.0.0","CRAN"
"wesanderson","wesanderson","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.6",NA,"R (>= 3.0)",NA,"no","4.0.0","CRAN"
"whisker","whisker","C:/Users/Ilya/Documents/R/win-library/4.0","0.4",NA,NA,NA,"no","4.0.0","CRAN"
"whoami","whoami","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.0",NA,NA,"httr, jsonlite, utils","no","4.0.0","CRAN"
"widgetframe","widgetframe","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.1",NA,"R (>= 3.1.0), htmlwidgets,","htmltools, purrr, magrittr, utils, tools","no","4.0.2","CRAN"
"withr","withr","C:/Users/Ilya/Documents/R/win-library/4.0","2.2.0",NA,"R (>= 3.2.0)","graphics, grDevices, stats","no","4.0.0","CRAN"
"wordcloud","wordcloud","C:/Users/Ilya/Documents/R/win-library/4.0","2.6",NA,"methods, RColorBrewer","Rcpp (>= 0.9.4)","yes","4.0.0","CRAN"
"wrapr","wrapr","C:/Users/Ilya/Documents/R/win-library/4.0","2.0.0",NA,"R (>= 3.3.0)","utils, methods, stats","no","4.0.0","CRAN"
"wskm","wskm","C:/Users/Ilya/Documents/R/win-library/4.0","1.4.40",NA,"R (>= 2.10), grDevices, stats, lattice, latticeExtra, fpc",NA,"yes","4.0.0","CRAN"
"x13binary","x13binary","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.39-2",NA,NA,NA,"no","4.0.0","CRAN"
"xaringan","xaringan","C:/Users/Ilya/Documents/R/win-library/4.0","0.16",NA,NA,"htmltools, knitr (>= 1.21), servr (>= 0.13), xfun (>= 0.6),
rmarkdown","no","4.0.0","CRAN"
"xaringanthemer","xaringanthemer","C:/Users/Ilya/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 2.10)","colorspace, glue, methods, purrr, utils, whisker","no","4.0.0","CRAN"
"xergm.common","xergm.common","C:/Users/Ilya/Documents/R/win-library/4.0","1.7.8",NA,"R (>= 2.14.0), ergm (>= 3.5.1), network (>= 1.13.0)","methods, utils, stats","no","4.0.0","CRAN"
"xesreadR","xesreadR","C:/Users/Ilya/Documents/R/win-library/4.0","0.2.3",NA,"R(>= 3.0.0)","bupaR, dplyr, XML, xml2, data.table, tidyr, purrr, stringr,
lubridate","no","4.0.0","CRAN"
"xfun","xfun","C:/Users/Ilya/Documents/R/win-library/4.0","0.15",NA,NA,"stats, tools","yes","4.0.2","CRAN"
"xgboost","xgboost","C:/Users/Ilya/Documents/R/win-library/4.0","1.1.1.1",NA,"R (>= 3.3.0)","Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), magrittr
(>= 1.5), stringi (>= 0.5.2)","yes","4.0.0","CRAN"
"XLConnect","XLConnect","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 2.10.0)","methods, rJava","no","4.0.0","CRAN"
"xlsx","xlsx","C:/Users/Ilya/Documents/R/win-library/4.0","0.6.3",NA,NA,"rJava, xlsxjars, grDevices, utils","no","4.0.0","CRAN"
"xlsxjars","xlsxjars","C:/Users/Ilya/Documents/R/win-library/4.0","0.6.1",NA,"rJava",NA,"no","4.0.0","CRAN"
"XML","XML","C:/Users/Ilya/Documents/R/win-library/4.0","3.99-0.4",NA,"R (>= 4.0.0), methods, utils",NA,"yes","4.0.2","CRAN"
"xml2","xml2","C:/Users/Ilya/Documents/R/win-library/4.0","1.3.2",NA,"R (>= 3.1.0)","methods","yes","4.0.0","CRAN"
"XML2R","XML2R","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.6",NA,"R (>= 2.15.1), XML","RCurl, plyr","no","4.0.0","CRAN"
"xmlparsedata","xmlparsedata","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.3",NA,"R (>= 3.0.0)",NA,"no","4.0.0","CRAN"
"xopen","xopen","C:/Users/Ilya/Documents/R/win-library/4.0","1.0.0",NA,"R (>= 3.1)","processx","no","4.0.0","CRAN"
"xray","xray","C:/Users/Ilya/Documents/R/win-library/4.0","0.2",NA,"R (>= 3.4.0)","dplyr (>= 0.7.0), scales, foreach, ggplot2, grid, lubridate","no","4.0.0","CRAN"
"xtable","xtable","C:/Users/Ilya/Documents/R/win-library/4.0","1.8-4",NA,"R (>= 2.10.0)","stats, utils","no","4.0.0","CRAN"
"xts","xts","C:/Users/Ilya/Documents/R/win-library/4.0","0.12-0",NA,"zoo (>= 1.7-12)","methods","yes","4.0.0","CRAN"
"yaml","yaml","C:/Users/Ilya/Documents/R/win-library/4.0","2.2.1",NA,NA,NA,"yes","4.0.0","CRAN"
"yardstick","yardstick","C:/Users/Ilya/Documents/R/win-library/4.0","0.0.6",NA,"R (>= 2.10)","dplyr, utils, pROC (>= 1.15.0), rlang (>= 0.4.0), tidyselect,
Rcpp, generics","yes","4.0.0","CRAN"
"yarrr","yarrr","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.5",NA,"jpeg,BayesFactor,circlize",NA,"no","4.0.0","CRAN"
"ymlthis","ymlthis","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.2",NA,"R (>= 3.2)","crayon, fs, glue, magrittr, miniUI, purrr (>= 0.3.2), rlang
(>= 0.4.0), rmarkdown, rstudioapi, shiny, shinyBS, stringr,
usethis (>= 1.5.0), whoami, withr, yaml","no","4.0.0","CRAN"
"zeallot","zeallot","C:/Users/Ilya/Documents/R/win-library/4.0","0.1.0",NA,NA,NA,"no","4.0.0","CRAN"
"zip","zip","C:/Users/Ilya/Documents/R/win-library/4.0","2.0.4",NA,NA,NA,"yes","4.0.0","CRAN"
"zoo","zoo","C:/Users/Ilya/Documents/R/win-library/4.0","1.8-8",NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)","yes","4.0.0","CRAN"
"boot","boot","C:/Program Files/R/R-4.0.2/library","1.3-25","recommended","R (>= 3.0.0), graphics, stats",NA,"no","4.0.2","CRAN"
"class","class","C:/Program Files/R/R-4.0.2/library","7.3-17","recommended","R (>= 3.0.0), stats, utils","MASS","yes","4.0.2","CRAN"
"cluster","cluster","C:/Program Files/R/R-4.0.2/library","2.1.0","recommended","R (>= 3.3.0)","graphics, grDevices, stats, utils","yes","4.0.2","CRAN"
"codetools","codetools","C:/Program Files/R/R-4.0.2/library","0.2-16","recommended","R (>= 2.1)",NA,"no","4.0.2","CRAN"
"foreign","foreign","C:/Program Files/R/R-4.0.2/library","0.8-80","recommended","R (>= 4.0.0)","methods, utils, stats","yes","4.0.2","CRAN"
"KernSmooth","KernSmooth","C:/Program Files/R/R-4.0.2/library","2.23-17","recommended","R (>= 2.5.0), stats",NA,"yes","4.0.2","CRAN"
"lattice","lattice","C:/Program Files/R/R-4.0.2/library","0.20-41","recommended","R (>= 3.0.0)","grid, grDevices, graphics, stats, utils","yes","4.0.2","CRAN"
"MASS","MASS","C:/Program Files/R/R-4.0.2/library","7.3-51.6","recommended","R (>= 3.1.0), grDevices, graphics, stats, utils","methods","yes","4.0.2","CRAN"
"Matrix","Matrix","C:/Program Files/R/R-4.0.2/library","1.2-18","recommended","R (>= 3.2.0)","methods, graphics, grid, stats, utils, lattice","yes","4.0.2","CRAN"
"mgcv","mgcv","C:/Program Files/R/R-4.0.2/library","1.8-31","recommended","R (>= 2.14.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils","yes","4.0.2","CRAN"
"nlme","nlme","C:/Program Files/R/R-4.0.2/library","3.1-148","recommended","R (>= 3.4.0)","graphics, stats, utils, lattice","yes","4.0.2","CRAN"
"nnet","nnet","C:/Program Files/R/R-4.0.2/library","7.3-14","recommended","R (>= 3.0.0), stats, utils",NA,"yes","4.0.2","CRAN"
"rpart","rpart","C:/Program Files/R/R-4.0.2/library","4.1-15","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,"yes","4.0.2","CRAN"
